,Topic,Persian,URL
750,Newtons identities,هویت های نیوتنی,https://brilliant.org/wiki/newtons-identities
751,Stolzcesaro theorem,قضیه Stolzcesaro,https://brilliant.org/wiki/stolzcesaro-theorem
752,Enigma machine,دستگاه انیگما,https://brilliant.org/wiki/enigma-machine
753,Treaps,تپه ها,https://brilliant.org/wiki/treaps
754,Projectile motion easy,حرکت پرتابه آسان است,https://brilliant.org/wiki/projectile-motion-easy
755,Circuit behavior problem solving,حل مسئله رفتار مدار,https://brilliant.org/wiki/circuit-behavior-problem-solving
756,Non uniform circular motion,حرکت دایره ای غیر یکنواخت,https://brilliant.org/wiki/non-uniform-circular-motion
757,Abstract data types,انواع داده های انتزاعی,https://brilliant.org/wiki/abstract-data-types
758,Straddle strangle,خفه کردن,https://brilliant.org/wiki/straddle-strangle
759,Greens functions in physics,توابع سبزها در فیزیک,https://brilliant.org/wiki/greens-functions-in-physics
760,Sets subsets,زیر مجموعه ها را تنظیم می کند,https://brilliant.org/wiki/sets-subsets
761,Multinomial coefficients,ضرایب چند جمله ای,https://brilliant.org/wiki/multinomial-coefficients
762,Perpendicular lines,خطوط عمود بر هم,https://brilliant.org/wiki/perpendicular-lines
763,Fractions,کسری,https://brilliant.org/wiki/fractions
764,Bond valuation,ارزش گذاری اوراق قرضه,https://brilliant.org/wiki/bond-valuation
765,Data presentation dot diagram,نمودار نقطه ای ارائه داده ها,https://brilliant.org/wiki/data-presentation-dot-diagram
766,Differential equations homogeneous equations with,معادلات دیفرانسیل معادلات همگن با,https://brilliant.org/wiki/differential-equations-homogeneous-equations-with
767,Rule of product,قانون محصول,https://brilliant.org/wiki/rule-of-product
768,Rational numbers,اعداد گویا,https://brilliant.org/wiki/rational-numbers
769,Lambda calculus,حساب لامبدا,https://brilliant.org/wiki/lambda-calculus
770,Cellular respiration,تنفس سلولی,https://brilliant.org/wiki/cellular-respiration
771,Ohms law microscopic interpretation,تفسیر میکروسکوپی قانون اهم,https://brilliant.org/wiki/ohms-law-microscopic-interpretation
772,Data interquartile range,محدوده بین چارکی داده,https://brilliant.org/wiki/data-interquartile-range
773,Polarity of a molecule,قطبیت یک مولکول,https://brilliant.org/wiki/polarity-of-a-molecule
774,Stone weierstrass theorem,قضیه استون وایرشتراس,https://brilliant.org/wiki/stone-weierstrass-theorem
775,Is i0 or 0 ,i0 است یا 0,https://brilliant.org/wiki/is-i0-or-0-
776,Postage stamp problem chicken mcnugget theorem,قضیه تمبر پستی مرغ مک ناگت,https://brilliant.org/wiki/postage-stamp-problem-chicken-mcnugget-theorem
777,Converting between fractions decimals and,تبدیل بین کسری اعشار و,https://brilliant.org/wiki/converting-between-fractions-decimals-and
778,Pitots theorem,قضیه پیتوتس,https://brilliant.org/wiki/pitots-theorem
779,Reflexive property,خاصیت بازتابی,https://brilliant.org/wiki/reflexive-property
780,Unit vectors,بردارهای واحد,https://brilliant.org/wiki/unit-vectors
781,Not the distributive property,اموال توزیعی نیست,https://brilliant.org/wiki/not-the-distributive-property
782,Fermats last theorem,آخرین قضیه فرما,https://brilliant.org/wiki/fermats-last-theorem
783,Quantum cryptography,رمزنگاری کوانتومی,https://brilliant.org/wiki/quantum-cryptography
784,Jacobi symbol,نماد ژاکوبی,https://brilliant.org/wiki/jacobi-symbol
785,Jee multinomial theorem,قضیه چند جمله ای جی,https://brilliant.org/wiki/jee-multinomial-theorem
786,Finite elements,عناصر محدود,https://brilliant.org/wiki/finite-elements
787,Casework,پرونده,https://brilliant.org/wiki/casework
788,Identifying periodic motion,شناسایی حرکت دوره ای,https://brilliant.org/wiki/identifying-periodic-motion
789,Electron configurations,تنظیمات الکترون,https://brilliant.org/wiki/electron-configurations
790,Eulerian path,مسیر اویلری,https://brilliant.org/wiki/eulerian-path
791,Writing algebraic expressions,نوشتن عبارات جبری,https://brilliant.org/wiki/writing-algebraic-expressions
792,Dense set,مجموعه متراکم,https://brilliant.org/wiki/dense-set
793,Potential difference a classical circuit kirchhoff,تفاوت پتانسیل یک مدار کلاسیک kirchhoff,https://brilliant.org/wiki/potential-difference-a-classical-circuit-kirchhoff
794,Statistics,آمار,https://brilliant.org/wiki/statistics
795,Applying differentiation rules to exponential,اعمال قوانین تمایز به نمایی,https://brilliant.org/wiki/applying-differentiation-rules-to-exponential
796,Seizures,تشنج,https://brilliant.org/wiki/seizures
797,Sieve of eratosthenes,غربال اراتوستن,https://brilliant.org/wiki/sieve-of-eratosthenes
798,Shortest path theory,نظریه کوتاه ترین مسیر,https://brilliant.org/wiki/shortest-path-theory
799,Tangent secant 2,مقطع مماس 2,https://brilliant.org/wiki/tangent-secant-2
800,Block juxtaposition,کنار هم قرار گرفتن را مسدود کنید,https://brilliant.org/wiki/block-juxtaposition
801,Eulers method,روش اویلر,https://brilliant.org/wiki/eulers-method
802,Stewarts theorem,قضیه استوارتس,https://brilliant.org/wiki/stewarts-theorem
803,The economist,اقتصاد دان,https://brilliant.org/wiki/the-economist
804,Instantaneous rate of change,نرخ آنی تغییر,https://brilliant.org/wiki/instantaneous-rate-of-change
805,Combinatorial games definition,تعریف بازی های ترکیبی,https://brilliant.org/wiki/combinatorial-games-definition
806,Look and say sequence,نگاه کن و توالی بگو,https://brilliant.org/wiki/look-and-say-sequence
807,Arenes,آرنس,https://brilliant.org/wiki/arenes
808,Binary search,جستجوی باینری,https://brilliant.org/wiki/binary-search
809,Data median,میانه داده ها,https://brilliant.org/wiki/data-median
810,Option greeks gamma,گزینه یونانی گاما,https://brilliant.org/wiki/option-greeks-gamma
811,Matrix exponentiation,توان ماتریسی,https://brilliant.org/wiki/matrix-exponentiation
812,Bayes theorem,قضیه بیز,https://brilliant.org/wiki/bayes-theorem
813,Midpoint of a line segment,نقطه میانی یک پاره خط,https://brilliant.org/wiki/midpoint-of-a-line-segment
814,Circumscribed triangles,مثلث های محصور شده,https://brilliant.org/wiki/circumscribed-triangles
815,Poker strategy,استراتژی پوکر,https://brilliant.org/wiki/poker-strategy
816,Inductive effect electromeric efffect resonance,رزونانس اثر الکترومریک اثر القایی,https://brilliant.org/wiki/inductive-effect-electromeric-efffect-resonance
817,Triangles and particle magic,مثلث ها و جادوی ذرات,https://brilliant.org/wiki/triangles-and-particle-magic
818,Integration with partial fractions,ادغام با کسرهای جزئی,https://brilliant.org/wiki/integration-with-partial-fractions
819,Associative arrays,آرایه های انجمنی,https://brilliant.org/wiki/associative-arrays
820,Data presentation histogram,هیستوگرام ارائه داده ها,https://brilliant.org/wiki/data-presentation-histogram
821,Energy of a magnetic field,انرژی میدان مغناطیسی,https://brilliant.org/wiki/energy-of-a-magnetic-field
822,Ridge regression,رگرسیون ریج,https://brilliant.org/wiki/ridge-regression
823,Citadel,ارگ,https://brilliant.org/wiki/citadel
824,Change the subject of a formula,موضوع یک فرمول را تغییر دهید,https://brilliant.org/wiki/change-the-subject-of-a-formula
825,Complement definition,تعریف مکمل,https://brilliant.org/wiki/complement-definition
826,Affine spaces,فضاهای وابسته,https://brilliant.org/wiki/affine-spaces
827,Depth first search dfs,ابتدا جستجوی عمق dfs,https://brilliant.org/wiki/depth-first-search-dfs
828,Converting fractions into decimals basic,تبدیل کسرها به اعشار پایه,https://brilliant.org/wiki/converting-fractions-into-decimals-basic
829,Homomorphic encryption,رمزگذاری هممورفیک,https://brilliant.org/wiki/homomorphic-encryption
830,Trigonometric equations,معادلات مثلثاتی,https://brilliant.org/wiki/trigonometric-equations
831,Extrema,افراطی,https://brilliant.org/wiki/extrema
832,What is 0 0,0 0 چیست,https://brilliant.org/wiki/what-is-0-0
833,Pedal triangle,مثلث پدال,https://brilliant.org/wiki/pedal-triangle
834,Amc 1012 math contest preparation,آمادگی مسابقه ریاضی Amc 1012,https://brilliant.org/wiki/amc-1012-math-contest-preparation
835,Rotational form of newtons second law,شکل چرخشی قانون دوم نیوتن,https://brilliant.org/wiki/rotational-form-of-newtons-second-law
836,Rotational kinetic energy translational kinetic,جنبشی انتقالی انرژی جنبشی چرخشی,https://brilliant.org/wiki/rotational-kinetic-energy-translational-kinetic
837,Counting combinations,شمارش ترکیبات,https://brilliant.org/wiki/counting-combinations
838,Futures contract,قرارداد آتی,https://brilliant.org/wiki/futures-contract
839,Parametric equations,معادلات پارامتریک,https://brilliant.org/wiki/parametric-equations
840,Classification,طبقه بندی,https://brilliant.org/wiki/classification
841,Probability independent events,احتمال رویدادهای مستقل,https://brilliant.org/wiki/probability-independent-events
842,Rouths theorem,قضیه روتز,https://brilliant.org/wiki/rouths-theorem
843,Linearization,خطی سازی,https://brilliant.org/wiki/linearization
844,Complex numbers absolute values,اعداد مختلط مقادیر مطلق,https://brilliant.org/wiki/complex-numbers-absolute-values
845,Absolutely convergent,کاملا همگرا,https://brilliant.org/wiki/absolutely-convergent
846,Natural numbers,اعداد طبیعی,https://brilliant.org/wiki/natural-numbers
847,Verify solutions,راه حل ها را تأیید کنید,https://brilliant.org/wiki/verify-solutions
848,The discovery of the number e,کشف عدد e,https://brilliant.org/wiki/the-discovery-of-the-number-e
849,Master theorem,قضیه استاد,https://brilliant.org/wiki/master-theorem
850,Multiplicative function,تابع ضربی,https://brilliant.org/wiki/multiplicative-function
851,Mutation and dna repair,جهش و ترمیم DNA,https://brilliant.org/wiki/mutation-and-dna-repair
852,Orthic triangle,مثلث ارتیک,https://brilliant.org/wiki/orthic-triangle
853,7th grade math,ریاضی پایه هفتم,https://brilliant.org/wiki/7th-grade-math
854,Associative property of addition and,خاصیت تداعی جمع و,https://brilliant.org/wiki/associative-property-of-addition-and
855,Transcedental number,عدد ماورایی,https://brilliant.org/wiki/transcedental-number
856,Convert polar coordinates to cartesian,تبدیل مختصات قطبی به دکارتی,https://brilliant.org/wiki/convert-polar-coordinates-to-cartesian
857,Understanding u substitution,درک جایگزینی شما,https://brilliant.org/wiki/understanding-u-substitution
858,Sat conceptual geometry,هندسه مفهومی Sat,https://brilliant.org/wiki/sat-conceptual-geometry
859,Terminating decimals,اعشار پایانی,https://brilliant.org/wiki/terminating-decimals
860,Identifying when momentum conserved isolated syste,شناسایی زمانی که تکانه سیستم ایزوله حفظ شده است,https://brilliant.org/wiki/identifying-when-momentum-conserved-isolated-syste
861,Floyd warshall algorithm,الگوریتم فلوید وارشال,https://brilliant.org/wiki/floyd-warshall-algorithm
